Niveau,Wort,Klarwort,Übersetzung,Detail,Example1,Example2,Example3,Example4,Example5,
A2,Weich,weich,"weich (Adjektiv): soft, tender, not hard, soft‌ (sound/light), weak‌ (character)  das weich (Noun): softness","weich (Adjektiv): soft, tender, not hard, soft (sound/light), weak (character)  das Weich (Noun): softness📊 Degrees of ComparisonPositive: weichComparative: weicherSuperlative: am weichsten",Das Kissen ist weich.The pillow is soft.,Dieses Brot ist weicher als gestern.This bread is softer than yesterday.,Dieses Sofa ist am weichsten.This sofa is the softest.,Ich mag das Weiche dieser Decke.I like the softness of this blanket.,Bitte sprich weich.Please speak softly.,German Word (A2)
A2,Weiblich,weiblich,"weiblich (Adjektiv): female, feminine, womanly  das weiblich (Noun): the feminine‌ (aspect), the female element","weiblich (Adjektiv): female, feminine, womanly  das Weiblich (Noun): the feminine (aspect), the female element📊 Degrees of ComparisonPositive: weiblichComparative: weiblicherSuperlative: am weiblichsten",Die Ärztin ist weiblich.The doctor is female.,Diese Stimme klingt weiblicher als seine.This voice sounds more feminine than his.,In diesem Team fühlt sie sich am weiblichsten.She feels the most feminine in this team.,Das Weibliche spielt in dem Film eine große Rolle.The feminine plays a major role in the film.,,German Word (A2)
A2,Wehtun,wehtun,"wehtun (Verb): to hurt, to ache, to cause pain  das wehtun (Noun): the act of hurting, causing pain","wehtun (Verb): to hurt, to ache, to cause pain  das Wehtun (Noun): the act of hurting, causing pain🔄 Verb ConjugationsTrennbar unregelmäßig Partizip II: wehgetanPresent (Präsens):ich: tue wehdu: tust weher/sie/es: tut wehwir: tun wehihr: tut wehsie: tun wehPast (Präteritum):ich: tat wehdu: tatest weher/sie/es: tat wehwir: taten wehihr: tatet wehsie: taten weh",Mein Kopf tut weh.My head hurts.,Tut dir der Zahn weh?Does your tooth hurt?3. Gestern hat mein Rücken stark wehgetan.My back hurt a lot yesterday.,"Es tut mir leid, wenn ich dir weh tue.I'm sorry if I hurt you.",Das Wehtun ist nicht beabsichtigt.The hurting was not intended.,,German Word (A2)
B1,Wegen,wegen,"because of, due to, on account of, for the sake of‌ (rare)","because of, due to, on account of, for the sake of (rare)","Wegen des Regens bleiben wir zu Hause.Because of the rain, we are staying at home.",Der Zug hat wegen einer Störung Verspätung.The train is delayed due to a disruption.,Wegen dir habe ich den Bus verpasst.Because of you I missed the bus.,Das Geschäft ist heute wegen Urlaub geschlossen.The store is closed today because of vacation.,,German Preposition (B1)
A2,Wecken,wecken,"wecken (Verb): to wake‌ (someone), to rouse, to arouse‌ (interest, feelings)  das wecken (Noun): the waking‌ (act of waking)","wecken (Verb): to wake (someone), to rouse, to arouse (interest, feelings)  das Wecken (Noun): the waking (act of waking)🔄 Verb Conjugationsregelmäßig Partizip II: gewecktPresent (Präsens):ich: weckedu: weckster/sie/es: wecktwir: weckenihr: wecktsie: weckenPast (Präteritum):ich: wecktedu: wecktester/sie/es: wecktewir: wecktenihr: wecktetsie: weckten",Kannst du mich um sieben wecken?Can you wake me at seven?2. Der Lärm weckt die Kinder.The noise wakes the children.,Das Buch weckt mein Interesse.The book arouses my interest.,Das Wecken um fünf ist für alle okay.The waking at five is okay for everyone.,,,German Word (A2)
A2,Wechseln,wechseln,"wechseln (Verb): to change, to replace, to exchange‌ (money), to switch‌ (gear/channel), to alternate  das wechseln (Noun): the act of changing, changing","wechseln (Verb): to change, to replace, to exchange (money), to switch (gear/channel), to alternate  das Wechseln (Noun): the act of changing, changing🔄 Verb Conjugationsregelmäßig Partizip II: gewechseltPresent (Präsens):ich: wechsledu: wechselster/sie/es: wechseltwir: wechselnihr: wechseltsie: wechselnPast (Präteritum):ich: wechseltedu: wechseltester/sie/es: wechseltewir: wechseltenihr: wechseltetsie: wechselten",Ich wechsle das Hemd.I am changing the shirt.,Kannst du Geld wechseln?Can you exchange money?3. Er wechselt den Sender.He switches the channel.,Nach dem Spiel kam das Wechseln der Trikots.After the game came the changing of jerseys.,Das Wetter wechselt oft.The weather changes often.,,German Word (A2)
A1,Waschen,waschen,"waschen (Verb): to wash, to do the laundry, to clean‌ (by washing), to rinse  das waschen (Noun): the washing, the act of washing","waschen (Verb): to wash, to do the laundry, to clean (by washing), to rinse  das Waschen (Noun): the washing, the act of washing🔄 Verb Conjugationsunregelmäßig Partizip II: gewaschenPresent (Präsens):ich: waschedu: wäschster/sie/es: wäschtwir: waschenihr: waschtsie: waschenPast (Präteritum):ich: wuschdu: wuschster/sie/es: wuschwir: wuschenihr: wuschtsie: wuschen",Ich wasche das Auto.I am washing the car.,Sie wäscht heute die Wäsche.She is doing the laundry today.,Gestern wusch er sich die Hände.Yesterday he washed his hands.,Das Waschen dauert nicht lange.The washing does not take long.,,German Word (A1)
A1,Was,was,"was (Pronomen): what, something, that which  was (Adverb): somewhat‌ (colloq., intensifier), a bit‌ (colloq.)  das was (Noun): something‌ (as a noun, rare), a thing‌ (indef., rare)","was (Pronomen): what, something, that which  was (Adverb): somewhat (colloq., intensifier), a bit (colloq.)  das Was (Noun): something (as a noun, rare), a thing (indef., rare)","Was ist das?What is that?2. Ich weiß, was du meinst.I know what you mean.","Das ist was!That’s something!4. Er sagt, was er morgen kommt.He says that he is coming tomorrow. (colloq.)5. Ein Was ohne ein Wie hilft nicht viel.A 'what' without a 'how' doesn’t help much.",,,,German Word (A1)
A1,Warum,warum,"why, for what reason, how come","why, for what reason, how come📊 Degrees of ComparisonPositive: warum","Warum kommst du so spät?Why are you coming so late?2. Kannst du mir sagen, warum er fehlt?Can you tell me why he is absent?3. Ich frage mich, warum das passiert.I wonder why this is happening.",Warum gerade heute?Why today of all days?,,,,German Adverb (A1)
A1,Warten,warten,"warten (Verb): to wait, to await, to wait for  das warten (Noun): the act of waiting","warten (Verb): to wait, to await, to wait for  das Warten (Noun): the act of waiting🔄 Verb Conjugationsregelmäßig Partizip II: gewartetPresent (Präsens):ich: wartedu: wartester/sie/es: wartetwir: wartenihr: wartetsie: wartenPast (Präteritum):ich: wartetedu: wartetester/sie/es: wartetewir: wartetenihr: wartetetsie: warteten",Ich warte auf den Bus.I am waiting for the bus.,"Kannst du bitte kurz warten?Can you wait a moment, please?3. Gestern habe ich lange gewartet.Yesterday I waited for a long time.",Das Warten ist schwer.Waiting is hard.,Wir warten auf Anna vor der Schule.We are waiting for Anna in front of the school.,,German Word (A1)
A1,Warm,warm,"warm (Adjektiv): warm, hot‌ (mildly), cordial, affectionate  warm (Adverb): warm, warmly  das warm (Noun): the warm‌ (quality of being warm)","warm (Adjektiv): warm, hot (mildly), cordial, affectionate  warm (Adverb): warm, warmly  das Warm (Noun): the warm (quality of being warm)📊 Degrees of ComparisonPositive: warmComparative: wärmerSuperlative: am wärmsten",Das Wasser ist warm.The water is warm.,Heute ist es wärmer als gestern.Today it is warmer than yesterday.,Im Sommer ist es am wärmsten.It is warmest in summer.,Zieh dich warm an.Dress warm.,Das Warme tut gut.The warm is good for you.,German Word (A1)
A1,Wann,wann,"when, at what time","when, at what time📊 Degrees of ComparisonPositive: wann","Wann kommst du?When are you coming?2. Weißt du, wann der Zug fährt?Do you know when the train leaves?3. Seit wann lernst du Deutsch?Since when have you been learning German?4. Bis wann ist das Büro offen?Until when is the office open?",,,,,German Adverb (A1)
A2,Wandern,wandern,"wandern (Verb): to hike, to go hiking, to wander, to roam, to migrate‌ (move)  das wandern (Noun): hiking‌ (the act), the act of hiking","wandern (Verb): to hike, to go hiking, to wander, to roam, to migrate (move)  das Wandern (Noun): hiking (the act), the act of hiking🔄 Verb Conjugationsregelmäßig Partizip II: gewandertPresent (Präsens):ich: wanderedu: wanderster/sie/es: wandertwir: wandernihr: wandertsie: wandernPast (Präteritum):ich: wandertedu: wandertester/sie/es: wandertewir: wandertenihr: wandertetsie: wanderten",Am Wochenende wandere ich in den Bergen.On the weekend I go hiking in the mountains.,Wir sind gestern fünf Stunden gewandert.We hiked for five hours yesterday.,Im Herbst wandern viele Vögel nach Süden.In autumn many birds migrate south.,Das Wandern macht mir Spaß.Hiking is fun for me.,Die Daten wandern automatisch in die neue Liste.The data migrate automatically to the new list.,German Word (A2)
B1,Wahr,wahr,"wahr (Adjektiv): true, real, genuine, truthful  wahr (Adverb): truly, indeed  das wahr (Noun): the true‌ (thing), that which is true","wahr (Adjektiv): true, real, genuine, truthful  wahr (Adverb): truly, indeed  das Wahr (Noun): the true (thing), that which is true📊 Degrees of ComparisonPositive: wahrComparative: wahrerSuperlative: am wahrsten",Die Aussage ist wahr.The statement is true.,Das ist wahrer Mut.That is true courage.,"Er spricht am wahrsten, wenn er ruhig ist.He speaks most truthfully when he is calm.",Nicht wahr?Isn't that true?5. Das Wahre ist oft schlicht.The true is often simple.,,German Word (B1)
A2,Wach,wach,"wach (Adjektiv): awake, alert, wakeful, on the alert  wach (Adverb): awake, wakefully  das wach (Noun): the state of being awake","wach (Adjektiv): awake, alert, wakeful, on the alert  wach (Adverb): awake, wakefully  das Wach (Noun): the state of being awake📊 Degrees of ComparisonPositive: wachComparative: wacherSuperlative: am wachsten",Ich bin noch wach.I am still awake.,Sie wirkt heute wacher als gestern.She seems more alert today than yesterday.,Nach dem Kaffee bin ich am wachsten.After coffee I am at my most awake.,Die Kinder sind um sechs Uhr morgens schon wach.The kids are already awake at six in the morning.,Das Wach ist wichtig vor der Prüfung.Being awake is important before the exam.,German Word (A2)
A2,Vorwärts,vorwärts,"vorwärts (Adverb): forward, ahead, onward  das vorwärts (Noun): the forward‌ (direction/progress)","vorwärts (Adverb): forward, ahead, onward  das Vorwärts (Noun): the forward (direction/progress)📊 Degrees of ComparisonPositive: vorwärtsComparative: mehr vorwärtsSuperlative: am meisten vorwärts",Bitte geh vorwärts.Please go forward.,Wir kommen nicht vorwärts.We are not making progress.,Kannst du ein Stück mehr vorwärts gehen?Can you go a bit more forward?4. So kommen wir am meisten vorwärts.This way we move forward the most.,"Das Vorwärts ist hier gesperrt, bitte warten.The forward direction is blocked here, please wait.",,German Word (A2)
A2,Vorstellen,vorstellen,"vorstellen (Verb): to introduce, to present, to imagine, to picture, to put forward‌ (figurative)  das vorstellen (Noun): the act of introducing oneself/someone","vorstellen (Verb): to introduce, to present, to imagine, to picture, to put forward (figurative)  das Vorstellen (Noun): the act of introducing oneself/someone🔄 Verb ConjugationsTrennbar regelmäßig Partizip II: vorgestelltPresent (Präsens):ich: stelle vordu: stellst vorer/sie/es: stellt vorwir: stellen vorihr: stellt vorsie: stellen vorPast (Präteritum):ich: stellte vordu: stelltest vorer/sie/es: stellte vorwir: stellten vorihr: stelltet vorsie: stellten vor",Ich stelle meinen Freund vor.I introduce my friend.,Er stellt das neue Projekt vor.He presents the new project.,Ich stelle mir das anders vor.I imagine it differently.,Ich stelle mich vor: Ich bin Anna.I introduce myself: I am Anna.,Das Vorstellen fällt mir heute leicht.Introducing myself is easy for me today.,German Word (A2)
A2,Vorsichtig,vorsichtig,"vorsichtig (Adjektiv): careful, cautious, prudent  vorsichtig (Adverb): carefully, cautiously, with care  das vorsichtig (Noun): being careful, carefulness","vorsichtig (Adjektiv): careful, cautious, prudent  vorsichtig (Adverb): carefully, cautiously, with care  das Vorsichtig (Noun): being careful, carefulness📊 Degrees of ComparisonPositive: vorsichtigComparative: vorsichtigerSuperlative: am vorsichtigsten",Sei vorsichtig!Be careful!2. Er fährt vorsichtiger als gestern.He drives more carefully than yesterday.,Sie arbeitet am vorsichtigsten von allen.She works the most carefully of all.,Das Vorsichtige hilft hier.The careful approach helps here.,Er öffnet die Tür vorsichtig.He opens the door carefully.,,German Word (A2)
A2,Vorn,vorn,"vorn (Adverb): in front, at the front, up front  das vorn (Noun): the front‌ (area), front side","vorn (Adverb): in front, at the front, up front  das Vorn (Noun): the front (area), front side📊 Degrees of ComparisonPositive: vornComparative: weiter vornSuperlative: am weitesten vorn",Ich sitze vorn.I am sitting in front.,Das Bild hängt weiter vorn an der Wand.The picture hangs further up front on the wall.,Er steht am weitesten vorn.He is standing the farthest in front.,"Das Vorn ist frei, setzen wir uns dorthin.The front is free; let's sit there.",Bitte komm nach vorn.Please come to the front.,German Word (A2)
A2,Vorher,vorher,"before‌ (that), previously, earlier, in advance","before (that), previously, earlier, in advance📊 Degrees of ComparisonPositive: vorher",Ich rufe dich vorher an.I will call you beforehand.,"Vorher war er müde, jetzt ist er fit.Before, he was tired; now he is fit.",Bitte sag mir vorher Bescheid.Please let me know in advance.,"Wir essen, und vorher waschen wir uns die Hände.We will eat, and before that we will wash our hands.",,German Adverb (A2)
A1,Vorgestern,vorgestern,the day before yesterday,the day before yesterday,Ich kam vorgestern an.I arrived the day before yesterday.,Vorgestern war es warm.It was warm the day before yesterday.,Wir haben uns vorgestern getroffen.We met the day before yesterday.,Sie arbeitete vorgestern zu Hause.She worked at home the day before yesterday.,,German Adverb (A1)
A2,Vorbereiten,vorbereiten,"vorbereiten (Verb): to prepare, to get ready, to prepare in advance, to prepare for  das vorbereiten (Noun): the act of preparing","vorbereiten (Verb): to prepare, to get ready, to prepare in advance, to prepare for  das Vorbereiten (Noun): the act of preparing🔄 Verb ConjugationsTrennbar regelmäßig Partizip II: vorbereitetPresent (Präsens):ich: bereite vordu: bereitest vorer/sie/es: bereitet vorwir: bereiten vorihr: bereitet vorsie: bereiten vorPast (Präteritum):ich: bereitete vordu: bereitetest vorer/sie/es: bereitete vorwir: bereiteten vorihr: bereitetet vorsie: bereiteten vor",Ich bereite das Essen vor.I am preparing the food.,Wir bereiten die Präsentation für morgen vor.We are preparing the presentation for tomorrow.,Die Lehrerin bereitet die Klasse auf den Test vor.The teacher prepares the class for the test.,Das Vorbereiten kostet Zeit.Preparing takes time.,,German Word (A2)
